entity,time,PCA0,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8
Middle Yellow River Valley,200,-2.244053681,0.188164559,0.19299585,0.290890787,0.072240113,0.181502441,-0.486668322,0.126058951,0.283344176
Middle Yellow River Valley,300,-2.888369991,0.702204284,0.255897629,0.237523082,-0.176770025,0.274437008,-0.020620095,0.009468236,-0.032823152
Middle Yellow River Valley,400,-2.179901365,0.081624625,0.195432712,-0.221304494,-0.68924366,0.418428067,0.240754935,0.250836827,0.152496746
Middle Yellow River Valley,500,-2.477420955,0.417266483,0.374950078,-0.344978853,-0.526020747,0.546355708,0.2485446,-0.072450644,0.087530763
Middle Yellow River Valley,600,-2.746181321,0.562991122,0.305580932,0.017082533,0.209123074,0.560770422,0.365591413,0.022640123,-0.095254616
Middle Yellow River Valley,700,-3.045011426,0.706343462,0.125127161,0.189373377,0.061607178,0.243089275,0.433602517,0.131681883,-0.12633003
Middle Yellow River Valley,800,-2.994810313,0.571064011,-0.038753866,0.238923222,0.271174982,0.400626189,0.731029548,0.096446818,-0.133638459
Middle Yellow River Valley,900,-2.941068117,0.482514364,-0.101736482,0.313859362,0.160873591,0.384448921,0.803122345,0.003267068,-0.170207695
Middle Yellow River Valley,1000,-3.605892204,0.388364336,0.153140267,0.744742085,0.120531291,-0.120361718,0.111616415,-0.172572498,-0.052308393
Middle Yellow River Valley,1100,-3.675338677,0.457294605,0.113254108,0.798957433,-0.048310934,-0.068381294,0.257199673,-0.063575571,-0.05777343
Middle Yellow River Valley,1200,-3.323876349,0.395846496,-0.066291205,0.452759996,0.263352661,0.212544674,0.28889816,0.008552547,-0.060254992
Middle Yellow River Valley,1300,-3.703308758,0.697263536,0.392046542,0.525494683,0.301951113,-0.187531176,0.171918603,0.143867634,-0.037051515
Middle Yellow River Valley,1400,-3.151012359,0.297645276,0.563832225,0.51251193,0.092633979,-0.202079616,-0.260254193,-0.287295736,-0.087870225
Middle Yellow River Valley,1500,-3.342231024,0.517743605,0.529341366,0.566159399,-0.178549672,-0.078145977,-0.009355358,0.038341709,-0.06582807
Middle Yellow River Valley,1600,-3.494348758,0.536819679,0.40524171,0.627603002,-0.057597185,-0.136901544,0.178020539,-0.104533137,-0.115021158
Middle Yellow River Valley,1700,-3.881418194,0.777142646,0.335180579,0.650549426,0.137137529,-0.432576271,0.010452156,-0.03523762,-0.014667422
Middle Yellow River Valley,1800,-3.955804047,0.892941201,0.342378444,0.711113874,0.090086255,-0.374345467,0.092730813,-0.208021451,-0.108511363
Middle Yellow River Valley,1900,-3.9969071,0.936120248,0.341533733,0.720290126,0.047713606,-0.349749166,0.139079092,-0.197002503,-0.114953149
Niger Inland Delta,-200,5.038095484,-0.844892978,-0.455711898,0.257390613,-0.369945953,-0.295458174,0.103327173,-0.170498603,-0.136017933
Niger Inland Delta,100,3.991107574,0.408975701,0.018242969,-0.079591319,-0.20312945,-0.123500237,0.025540755,0.081381443,-0.034446985
Niger Inland Delta,400,3.003892458,0.664481024,-0.619080804,0.412144414,-0.643711852,0.75763637,-0.274565442,-0.00155568,0.276061074
Niger Inland Delta,700,3.014026525,0.673866869,-0.616988615,0.421835572,-0.640537059,0.757588071,-0.269045382,-0.00641204,0.298184271
Niger Inland Delta,900,1.702245103,-0.864251282,0.665566874,-0.164677102,-1.005428593,0.99919331,0.670999945,-0.078681872,1.489734796
Niger Inland Delta,1000,-0.157090871,0.45122812,0.290530502,0.014936469,0.44023541,0.108012347,0.315560517,-0.333002665,0.954160672
Niger Inland Delta,1100,-1.067752277,-0.325062539,0.359370833,-0.194841143,0.256767392,0.191246738,-0.098262377,-0.027479509,-0.332971933
Niger Inland Delta,1300,-1.165954539,-0.046558446,0.764719436,-0.494588821,0.282987713,0.376874727,-0.337592905,-0.197049959,-0.365137045
Niger Inland Delta,1400,-1.257978122,-0.07330874,0.6339297,-0.452526855,0.442434765,0.287052485,-0.215824821,-0.180479815,-0.367514252
Niger Inland Delta,1500,-1.778308245,-0.04397343,0.069750743,-0.012044597,0.129370451,0.286565175,-0.133406518,-0.044439857,-0.201594307
Niger Inland Delta,1600,-2.242897383,-0.457177958,-0.434844158,-0.048188966,0.383164414,0.041820237,0.174303976,0.085441264,0.20294515
Niger Inland Delta,1800,-1.606967238,-0.032118115,-0.989110459,-0.511899462,0.44980969,0.043397287,0.040032084,-0.265211386,0.124272604
North Colombia,300,3.386641311,0.360125752,-0.656275131,0.003869055,0.26350095,0.598185303,-0.11155739,-0.305125544,0.212462513
North Colombia,600,3.619361657,-0.202679297,-1.193878344,0.243477586,0.34385941,0.488555078,-0.273682138,0.466147409,0.48849771
North Colombia,700,3.373958651,0.207145337,-0.83939981,0.120198757,0.189031168,0.792634506,-0.298853574,-0.232534666,0.323313155
North Colombia,800,3.483686397,-0.209427119,-1.290516117,0.425589954,0.091964563,0.626516542,-0.032313554,-0.237059684,0.304734157
North Colombia,900,3.211880851,0.040642338,-1.239019987,0.22615675,0.64467139,0.56889851,-0.137701101,0.122240861,0.431366263
North Colombia,1000,3.499504344,-0.522958058,-1.517799883,0.349351565,1.069843932,0.204126123,-0.215016034,-0.369538313,0.360648793
North Colombia,1100,2.30125893,-1.176747988,-1.59784817,1.759045073,1.366008953,-0.318898283,-0.376954926,-0.341733891,0.579821446
North Colombia,1200,1.978267533,-0.817194528,-1.659512888,1.863568941,0.897631314,-0.109284397,0.062420732,0.109129852,0.592290842
North Colombia,1400,1.693051654,-0.527665647,-1.637947748,1.911086465,0.671096813,0.053249186,0.346568661,0.004027665,0.516145795
Orkhon Valley,-1400,2.829146853,1.665054888,0.742614632,-0.724321743,0.296789909,-0.075371274,-0.095543911,0.277637243,-0.086124901
Orkhon Valley,-400,2.92515689,1.576585521,0.858643787,-0.860964288,0.68424321,-0.163711075,-0.40368975,-0.012008806,-0.086176219
Orkhon Valley,-200,1.29599481,1.605561064,0.833226021,-1.602607464,0.445152322,-0.607269136,0.353542038,-0.549548393,0.701496002
Orkhon Valley,0,1.374552145,1.523483539,0.843090353,-1.583910397,0.424036307,-0.705083021,0.217054869,-0.660622139,0.703699363
Orkhon Valley,100,1.871388593,2.609069018,1.12664545,-0.962712127,0.401842614,-0.122167045,-0.226576315,-0.179289131,-0.062576888
Orkhon Valley,300,1.743291395,2.309564177,0.567756506,-0.676522222,0.491253044,0.001890772,0.133473137,0.007688467,-0.01069881
Orkhon Valley,500,0.650940381,1.229435647,0.477065289,-1.843984865,-0.010353297,0.113184648,0.106392891,0.075772254,0.000173961
Orkhon Valley,600,-0.118984797,0.170389415,1.438767091,-1.177170305,0.341442199,0.028377506,-0.142551797,0.250999428,-0.407036332
Orkhon Valley,700,-0.050929199,0.317884854,1.313011741,-0.873738785,0.298837567,0.110190219,-0.078747977,0.211596224,0.070914343
Orkhon Valley,800,-0.510488343,0.304499934,0.8714125,-0.882721435,-0.321464992,0.355320544,-0.561671469,0.365793506,-0.134305582
Orkhon Valley,1000,-2.297321605,0.251557609,0.538997505,-0.207574307,0.058761462,-0.703564223,0.494126818,0.355612418,-0.070652609
Orkhon Valley,1200,2.996759391,1.228327196,0.332067618,-0.449151045,0.970971828,-0.767002196,0.279809149,-0.499852063,-0.117203401
Orkhon Valley,1300,-3.326431395,0.172215438,0.541984505,0.070654159,0.404480397,0.516600271,0.13152861,0.472697523,0.267213878
Orkhon Valley,1400,-1.154757586,0.34590117,0.365488719,-0.777378664,0.74665688,0.463553501,0.316880324,-0.470610469,-0.47184985
Orkhon Valley,1600,-0.593687378,-0.295698375,0.075842184,-0.733917828,1.018768288,-0.163294455,-0.268051109,0.632551085,-0.10061632
Orkhon Valley,1700,-1.371897905,-0.588599464,0.619037064,-0.30703556,-0.346125046,0.567242347,0.153373617,0.195877847,-0.044614448
Oro PNG,1800,3.465422195,0.458015349,0.981349698,-0.342347564,0.010407953,-0.163766767,-0.080911521,-0.154025594,0.191815312
Oro PNG,1900,0.996772179,-1.622310366,1.507028592,0.046014819,0.798602877,-0.535121873,0.516559239,0.109747347,1.018501806
Paris Basin,-3200,3.744840865,-0.368861292,0.219449282,0.743561465,-0.117746259,0.387078393,-0.047667328,0.355806219,-0.170510225
Paris Basin,-2200,3.660400524,0.057916802,-0.092063783,0.501880732,-0.318313467,0.322539854,-0.0491945,0.324016735,-0.155519054
Paris Basin,-1000,4.306339296,-0.121719825,-0.199926602,-0.052246433,0.348103342,-0.178131509,-0.733394481,0.085714916,-0.100577328
Paris Basin,-900,3.470342512,0.22584718,-0.158340608,-0.060535465,-0.138186629,-0.089623816,-0.550977132,-0.3175487,0.070553405
Paris Basin,-800,3.431648271,0.267052004,-0.160647454,-0.051006481,-0.181795888,-0.066020252,-0.505280157,-0.297168519,0.066222261
Paris Basin,-700,3.068115917,0.535834679,-0.320327622,0.066368358,-0.475851325,0.165987476,-0.376867341,0.237806617,0.210498316
Paris Basin,-600,2.525427894,0.969949205,-0.230809106,0.041137806,-0.409825117,0.543020055,-0.311213385,-0.392453656,0.114116909
Paris Basin,-400,1.879787705,-0.080400326,0.626830649,1.452890349,-0.382304761,0.420883972,-0.186241225,-0.214378621,0.159643293
Paris Basin,-300,1.452084338,-1.736513867,0.881195772,0.425281009,0.295244318,-0.479644281,-0.598664363,-1.290568994,1.251737009
Paris Basin,-200,0.916225207,-1.139996418,0.778890874,0.598691415,-0.481817972,-0.131884199,0.130282166,-0.542563148,1.272424371
Paris Basin,-100,0.448803047,-0.707907099,0.817378136,0.469766386,-0.214071508,0.035139943,0.112808931,-0.166153079,1.404988289
Paris Basin,500,-1.579743747,-0.507827884,0.07509348,0.294939175,0.138828969,0.385402786,-0.376402726,-0.041627998,-0.029158338
Paris Basin,600,-1.512297142,-0.609987834,0.126636958,0.196850744,0.199774377,0.066819322,-0.38928078,-0.004219191,-0.107227697
Paris Basin,700,-1.416586176,-0.583692989,0.227134794,0.158460571,0.110270721,0.183852032,-0.436421205,0.035649613,-0.077768585
Paris Basin,800,-1.900750564,0.130619607,0.664996034,-0.121623143,0.442833357,-0.237237798,-0.129968524,-0.42963569,-0.321320731
Paris Basin,900,-1.415601493,-0.304900164,0.657035344,-0.096451802,0.242767588,0.146558847,-0.544730666,-0.373994108,-0.207482013
Paris Basin,1000,-1.114982939,-0.139791322,0.658467029,-0.271420502,-0.351997882,-0.001690389,-0.767298719,0.173532422,-0.121503971
Paris Basin,1100,-0.805419953,-0.623547009,0.317666403,0.11246611,-0.911271599,-0.171025716,-0.493321782,-0.120323297,-0.246983185
Paris Basin,1200,-2.495095484,0.032663393,-0.148513153,0.476647117,-0.026191975,-0.176791341,0.090037821,-0.169742444,-0.161144124
Paris Basin,1300,-2.473480427,0.124198084,-0.024885564,0.444970574,-0.219720748,-0.059557824,0.037654177,-0.169524658,-0.16654814
Paris Basin,1400,-2.416436538,0.08373578,-0.464265469,0.361799982,0.146808704,-0.228833829,0.223603178,-0.098477255,-0.105117313
Paris Basin,1500,-2.942861796,0.403130704,-0.147273239,0.650764461,-0.468546095,-0.847914774,-0.204407105,-0.154197151,-0.012610898
Paris Basin,1600,-3.305553549,0.733748471,-0.143072379,0.642114296,-0.336392285,-0.674188096,-0.462658714,0.009689604,0.136572138
Paris Basin,1700,-3.750776481,0.511532318,0.018552127,1.048835521,-0.247653372,-0.938234176,-0.367422524,0.044067278,0.135636138
Sogdiana,-3500,3.720277444,0.722239105,-0.392763991,0.398758925,-0.211717074,0.372590068,-0.278869064,0.574533644,0.010649412
Sogdiana,-2000,3.837851745,0.822092481,0.117709555,-0.068252796,0.685764781,0.441691668,-0.454231265,-0.403798519,-0.228915474
Sogdiana,-1400,4.477792101,0.411998529,0.230236313,-0.060696092,0.581851288,-0.307833533,-0.340324475,-0.569486352,-0.413540229
Sogdiana,-1000,3.698452672,1.330407325,0.48098306,-0.21864442,0.46331459,0.09015032,0.013606782,-0.338777144,-0.420493799
Sogdiana,-900,4.147480449,-0.930377437,-1.635587091,0.705161033,-0.297729675,1.59173576,-0.533080881,-0.971270634,0.238508262
Sogdiana,-800,3.080126588,0.483728247,-1.199425025,0.265999692,-0.204481136,2.119668799,-0.329463275,0.451112264,0.527823704
Sogdiana,-700,2.998402877,1.059202569,-0.662834099,0.636608455,-0.03259715,0.279615542,0.755440695,-0.079009679,-0.307731977
Sogdiana,-200,-1.718700481,-0.173686481,0.385922703,-0.027789514,0.52080149,0.493892278,0.275146945,-0.300496571,-0.296470452
Sogdiana,-100,-0.86055726,-0.768258352,0.699299891,-0.150175064,-0.473137092,0.650510689,0.794085922,-0.612273614,-0.354015657
Sogdiana,0,-0.202045173,-1.420135468,0.60441779,-0.23332095,-0.061071861,0.288634897,0.199635365,-0.071103867,-0.126511433
Sogdiana,100,-2.156896537,0.122923361,0.377059155,-0.081662483,0.327757021,0.422327984,0.268459618,0.120057112,-0.266059198
Sogdiana,200,-2.119631804,0.0776791,0.392883886,-0.098361778,0.403149698,0.395528153,0.206319919,0.00535401,-0.278667488
Sogdiana,500,-1.939022152,0.088517638,0.599963141,-0.205038638,0.265309787,1.195968736,0.055778397,-0.17574002,-0.319513828
Sogdiana,600,-1.029689509,-0.11706543,0.08369007,-0.737157499,0.895376322,0.452799717,-0.257411188,-0.069698145,-0.128995648
Sogdiana,700,-0.777907562,-1.325590693,-0.176797491,0.282702829,0.035873041,0.149729523,0.345090147,0.665064796,-0.172447523
Sogdiana,900,-2.533146168,0.09805453,-0.011137356,0.190264947,0.393214311,0.0555792,-0.036439486,0.166666058,-0.089451504
Sogdiana,1000,-2.220053161,0.092378417,0.1591146,0.078893349,0.346256168,0.023990702,0.292134781,0.447692058,-0.13522317
Sogdiana,1100,-1.730782875,-0.486771459,0.099669441,0.090762687,0.666577061,-0.253117601,-0.091047308,-0.043235974,-0.171945506
Sogdiana,1200,-2.172334781,0.03150655,0.12767585,0.107366357,0.312413758,0.003820614,0.300998559,0.444665818,-0.138819604
Sogdiana,1300,-1.510278638,0.050578433,0.822773808,-0.305970671,0.152226722,0.714462287,-0.046860959,0.405150873,-0.194102571
Sogdiana,1400,-2.722255639,0.469784408,0.282681716,0.077977352,0.314897965,0.158533054,-0.022512854,-0.221076299,-0.178168267
Sogdiana,1500,-2.558913583,0.33847597,0.242084721,0.046107353,0.378587911,0.075152203,-0.166209759,0.243934749,-0.050873741
Sogdiana,1600,-1.687421212,-0.631584548,-0.173880971,0.381651435,0.256684203,-0.251993588,-0.114452853,0.198344804,-0.152321131
Sogdiana,1700,-1.820855767,-0.494190485,-0.169068738,0.406990393,0.137718027,-0.174388028,0.025690106,0.184105904,-0.181894711
Southern China Hills,1800,1.248537805,0.453131047,-0.392692915,1.724166288,1.244737964,0.205851787,0.676674981,-0.013765786,-0.281377579
Southern China Hills,1900,0.03280066,-1.811740556,0.441739257,0.791430988,0.178771963,0.16096444,1.703367378,-0.887989282,0.509080394
Susiana,-7800,4.655279221,-0.026444833,-0.324238256,0.447415191,-0.296300406,0.086779194,0.270821755,-0.38103296,-0.463215854
Susiana,-7200,4.581480708,0.212454445,-0.066579928,0.082345078,0.308303068,0.066275694,-0.211197765,0.249579737,-0.223319815
Susiana,-7000,4.1836404,0.656571962,0.217004527,-0.191636387,0.819364811,0.127669494,-0.623153672,0.62933832,-0.023352188
Susiana,-6000,4.072821242,0.306952812,-0.357174039,0.224375394,0.43125172,0.529997574,-0.682284977,0.219026622,0.029062104
Susiana,-5700,4.326625692,0.24831332,-0.512277841,0.162592401,0.39147316,0.060736931,-0.402296297,0.444297572,-0.036315814
Susiana,-5100,3.819581057,0.012650372,0.290516256,1.012905591,-0.261701091,0.37669805,0.154342415,0.161146514,-0.25909578
Susiana,-5000,3.54862208,0.363211073,0.491259992,0.818853068,0.016764949,0.360521303,-0.082488165,0.285088937,-0.171378685
Susiana,-4700,3.391303323,0.221943909,0.198345304,0.946783726,0.333524515,0.11818133,-0.022566095,0.158117404,-0.156530771
Susiana,-4300,3.016581844,0.184748535,0.300695356,0.56351655,0.760191788,-0.020190603,-0.058958769,-0.083008995,0.083731042
Susiana,-3900,3.604219045,-0.561718496,-0.145288353,0.965143987,0.196019406,-0.25212779,0.145549716,0.102042308,0.067531798
Susiana,-3800,1.361648458,-2.328658163,-0.581390542,-0.885697981,-0.231803206,-0.029999727,-0.416565922,0.237804838,0.033571224
Susiana,-3700,0.726353791,-1.630285037,-0.24842689,-1.107271526,0.063437907,-0.062750683,-0.672972275,-0.105707845,0.039999972
Susiana,-3600,0.656075094,-1.626294204,-0.482702527,-0.817049755,-0.60430281,0.039923121,-0.149563383,0.049405825,-0.034977787
Susiana,-3500,0.441178351,-1.370262666,-0.392211562,-0.890772801,-0.551373687,0.01142914,-0.244209956,0.211782815,0.030177524
Susiana,-3400,0.375580889,-1.339251798,-0.410817048,-0.834118814,-0.639917436,-0.063784678,-0.247385445,0.071115818,0.006467752
Susiana,-3300,0.342696584,-1.285709515,-0.372979388,-0.878765232,-0.57427861,-0.05372702,-0.289812648,0.124655301,0.027736284
Susiana,-3200,0.498483163,-1.415838026,-0.340555612,-0.969873161,-0.335408884,-0.15320626,-0.54130532,0.289504347,0.11286744
Susiana,-3100,0.743631866,-1.80513056,-0.684848097,-0.566981649,-0.797795288,-0.22751548,-0.361939567,0.013874795,0.135092956
Susiana,-3000,-0.178381198,-0.502187503,0.09941198,-1.377886564,0.269203904,0.328212953,-0.687791552,0.409186738,0.30189286
Susiana,-2600,-0.625887867,-0.502716549,-0.298954359,-1.004382754,-0.063928319,0.200913656,-0.59644399,-0.020483672,0.23540503
Susiana,-2200,-1.518061512,-0.065749429,-0.715977281,-0.33923154,-0.040080069,0.159345655,-0.493232393,-0.356431936,-0.081250085
Susiana,-2000,-1.412789853,-0.114098312,-0.862617727,-0.407472887,0.516672419,0.338988895,0.120374902,0.059253962,0.054626714
Susiana,-1900,-1.322388867,-0.630910451,-0.981642772,-0.548851725,0.513933521,0.245373547,0.089324031,-0.044600047,0.290802371
Susiana,-1800,-1.048407933,-0.864671902,-1.016371839,-0.620874511,0.702693165,0.095543449,-0.19628267,0.503353137,0.46343863
Susiana,-1700,-0.939752146,-0.703975283,-1.392800005,-0.029158321,-0.084453163,-0.424896595,-0.116195892,-0.022796984,0.098228181
Susiana,-1600,-0.935705708,-0.637528499,-1.235429949,-0.236294943,0.325240344,-0.466983679,-0.439880976,0.096558102,0.192118195
Susiana,-1500,-0.77692395,-0.176037813,-1.747148312,-1.068104883,0.51004261,-0.028426532,-0.289692299,0.293362759,0.011814639
Susiana,-1400,-1.409604999,0.232940141,-1.595357621,-1.190287666,0.020383028,0.025892739,0.116328883,-0.035242241,0.165804633
Susiana,-1300,-1.049087255,-0.154428295,-1.564463523,-1.284608155,0.44982833,-0.196814361,-0.322275749,-0.28736048,0.195379846
Susiana,-1200,-1.200299174,-0.590472306,-0.981565475,-0.490806493,0.85483986,0.10546277,-0.174824416,-0.059522063,-0.099024205
Susiana,-900,-0.651614909,0.068220766,-0.495018492,-0.643267488,0.860541591,-0.538672348,0.099563185,0.147363147,-0.084663057
Susiana,-700,-1.315916114,0.168869727,-0.781620116,-0.444650428,-0.030951599,0.62900017,0.070394148,0.013355224,0.139968871
Susiana,-600,0.116198709,-1.173213736,-0.72182357,-1.494184166,2.201655756,1.1561849,-0.292287263,1.986798006,0.247646317
Susiana,-500,-2.946882721,0.54038631,0.009164078,0.300849083,0.408160049,-0.251478896,0.02676626,-0.055633298,0.023201299
Susiana,-400,-2.922296472,0.499000486,-0.020607835,0.336780811,0.355164146,-0.258662384,0.062052795,-0.103015499,0.004956463
Susiana,-300,-2.644461013,0.203946935,0.003179012,0.201680625,0.748110073,-0.068606222,0.035706583,-0.314951116,-0.074217129
Susiana,-200,-1.855884125,-0.64443028,-0.427498318,0.451789244,0.434864125,-0.417916587,-0.093507657,0.765819429,0.169326449
Susiana,-100,-2.223734591,0.289562304,0.433419304,0.103511845,-0.351595496,0.509753969,-0.288144928,0.268134387,-0.085428901
Susiana,0,-2.395321202,0.47421012,0.497515046,0.076119979,-0.357872172,0.593958874,-0.210776822,0.131005916,-0.127550962
Susiana,100,-1.758696313,-1.008717295,-0.165699956,0.040806336,0.455821215,0.404271985,0.445808618,-0.391092156,0.082982857
Susiana,300,-2.175455152,0.410600216,0.491471156,0.257824347,-0.293050822,-0.006912733,-0.791419217,0.058453789,0.028482113
Susiana,400,-2.309611793,0.564678134,0.480908417,0.283298436,-0.449083542,0.076245493,-0.637811007,0.2389086,0.038265585
Susiana,500,-2.493240837,0.614183424,0.568718891,0.200948074,-0.796040238,0.339177425,-0.812204183,0.174308283,0.056487183
Susiana,600,-2.770914936,0.63504556,0.305530884,0.322731502,-0.564277285,0.210650487,-0.450153881,0.02851573,-0.009506536
Susiana,700,-2.412272518,0.534026273,0.692580852,-0.192266202,-0.074787342,0.9149729,-0.113700669,0.027843139,-0.170923347
Susiana,800,-2.673145734,0.708895401,0.630568041,-0.072548532,-0.398515415,0.639430232,-0.176231442,0.161818285,-0.081324264
Susiana,900,-2.421630087,0.378096299,0.401394321,0.144336931,-0.737853078,0.550136613,-0.015807655,0.26507457,-0.098389122
Susiana,1000,-2.32248861,-0.003711331,-0.014497017,0.34447912,0.029301498,0.220265057,-0.255269692,0.086435292,-0.006169224
Susiana,1100,-2.674308842,0.564564688,0.268163234,0.062471183,0.018416051,0.344412316,0.457253915,0.454917847,-0.198632181
Susiana,1200,-2.369036086,0.123628321,-0.023265272,0.206975502,0.000760072,0.45608972,0.74533084,0.592996249,-0.225932966
Susiana,1300,-2.641221639,0.36377677,0.067202814,0.195507197,-0.135073811,-0.04312583,-0.689878712,0.161061299,0.075025348
Susiana,1500,-1.918426594,-0.100746865,0.392606294,-0.068662486,0.533130875,0.4339723,-0.030366094,-0.24938027,-0.209281914
Susiana,1600,-2.559600284,0.329077982,0.246893657,0.121180174,0.051495901,-0.169809974,-0.056527994,0.141176446,-0.121521835
Upper Egypt,-4400,4.420387516,-0.614623724,-0.21614533,-0.110699905,0.156020043,-0.210603152,-0.376316,-1.025436161,-0.222079917
Upper Egypt,-3800,4.323139649,-1.492305294,0.155504698,0.750385407,-0.148746829,-0.07285783,-0.187335901,0.091203573,0.024478959
Upper Egypt,-3700,2.869297684,0.193432581,0.830882589,0.287825314,0.157452803,0.571096358,0.103618149,-0.368411621,-0.102002588
Upper Egypt,-3600,2.705687327,0.394716827,0.703068386,0.406864389,-0.299499448,0.619740295,0.371942578,0.443957717,0.024546456
Upper Egypt,-3500,1.89779409,0.127137097,0.719056166,-0.167461261,-0.479708322,0.262866795,0.356706237,0.40000455,0.777452085
Upper Egypt,-3400,1.675385156,0.217806555,0.634027699,-0.125376683,-0.329698511,0.23483887,0.557731423,0.122151194,0.69773097
Upper Egypt,-3300,1.518307021,-0.233781768,0.53821503,-0.378265774,-0.444960599,0.285941796,0.309346814,0.1202798,0.030711141
Upper Egypt,-3200,1.529920175,-0.228933008,0.551904635,-0.380297916,-0.460340229,0.295003703,0.298309544,0.117495312,0.036011235
Upper Egypt,-3100,-0.010527591,0.056261823,0.178541228,-0.678573653,-0.62608998,0.453159774,-0.50345403,-0.392497552,0.233998345
Upper Egypt,-2900,0.094262186,0.185124088,0.193778826,-0.560968137,-0.551636575,0.488007751,-0.416600488,-0.451875716,0.42483194
Upper Egypt,-2800,0.006697228,0.315286783,0.28095199,-0.656474932,-0.412774938,0.517870162,-0.496906496,-0.376683997,0.459995411
Upper Egypt,-2700,-0.003693265,0.33073194,0.291295992,-0.667807806,-0.396297562,0.521413647,-0.506435638,-0.367761718,0.464167923
Upper Egypt,-2600,-1.198190324,0.412767545,-0.256854989,-0.593494716,-0.561811043,-0.687573786,-0.465680949,0.002419255,-0.109077645
Upper Egypt,-2300,-1.351194831,0.256418101,-0.518256276,-0.531753855,-0.365947306,-0.457355362,-0.368877322,-0.047708228,-0.152014592
Upper Egypt,-2100,0.498270152,-0.747098455,-1.140980051,-1.216483304,0.594163048,-0.436993054,-0.673537837,-0.963027226,-0.248729564
Upper Egypt,-2000,-1.264790597,0.128620939,-0.541136949,-0.570423261,-0.198444722,-0.463330732,-0.347264286,-0.124808428,-0.202730053
Upper Egypt,-1900,-1.313935126,0.201672814,-0.492212308,-0.624025028,-0.120510696,-0.446570898,-0.392334837,-0.082608195,-0.182995078
Upper Egypt,-1800,-1.321585301,0.213044571,-0.484596362,-0.632369048,-0.108378949,-0.443961948,-0.399350829,-0.076039017,-0.179922996
Upper Egypt,-1700,-0.85881705,-0.105544206,-0.583613924,-0.390909329,-0.787434587,-0.360581983,0.280178376,-0.258180976,-0.404113103
Upper Egypt,-1500,-1.703310736,0.47468717,-0.585228937,-0.543141042,-0.089768091,-0.515401294,-0.198635449,-0.162639106,-0.179465666
Upper Egypt,-1400,-1.770464009,0.560272784,-0.563624309,-0.562446454,-0.099059133,-0.480755601,-0.173365812,-0.084487131,-0.166341525
Upper Egypt,-1300,-1.779858257,0.574237054,-0.554272093,-0.572692728,-0.084161613,-0.477551866,-0.181981297,-0.076420323,-0.162569076
Upper Egypt,-1200,-1.915507897,0.683651194,-0.523972389,-0.311425603,-0.365353489,-0.450574142,0.039501203,0.188055488,0.1218448
Upper Egypt,-1100,-1.891044604,0.64728724,-0.548326225,-0.284743574,-0.404147693,-0.458916896,0.06193654,0.167048945,0.112021072
Upper Egypt,-1000,-1.171488698,0.152092481,-0.757675574,-0.431768007,-0.161275952,-0.465720479,0.119981676,0.587298566,-0.032756579
Upper Egypt,-900,-1.371659737,0.329137783,-0.671469398,-0.440286848,-0.145371607,-0.372747231,0.222319774,0.043046533,-0.167681639
Upper Egypt,-700,-1.540228548,0.424936381,-0.583355437,-0.516205405,-0.101584126,-0.238052993,-0.219110489,-0.07142847,-0.027159284
Upper Egypt,-600,-1.482949256,0.062701209,-0.656694924,-0.339790436,-0.159574844,0.32361819,-0.458037182,-0.065688729,0.062272823
Upper Egypt,-400,-1.902827249,-0.418936708,0.388902444,-0.139814015,-0.078837404,0.099144519,-0.22107907,-0.074174922,0.237488037
Upper Egypt,-300,-2.820594362,-0.144654056,-0.197058559,0.137855535,0.224334966,-0.269992885,0.216273319,0.033458215,0.231228075
Upper Egypt,-200,-2.724178226,-0.212719665,-0.253829915,0.154802764,0.126478245,-0.081435749,0.444416612,0.253460604,0.219707665
Upper Egypt,-100,-2.743759638,-0.208890283,-0.31468151,0.22922171,-0.048061575,-0.053903964,0.580685285,0.306654284,0.202991208
Upper Egypt,900,-2.079800829,0.079023406,0.391859831,0.108521337,-0.259870538,0.397891803,-0.206540016,0.024542157,0.004813721
Upper Egypt,1000,-2.774184514,0.255958549,0.025881059,0.306572249,0.038347399,-0.638302913,-0.193000208,-0.113928931,-0.073599183
Upper Egypt,1100,-2.605666355,0.061731913,-0.08030337,0.384375451,-0.066016389,-0.709740831,-0.186578371,0.046841833,-0.043921904
Upper Egypt,1200,-2.529446433,0.22654525,0.216428233,0.176758829,-0.191052294,0.050341201,-0.25177433,0.061377416,-0.046812688
Upper Egypt,1300,-2.868257493,0.292555756,-0.071476184,0.354837866,0.007813088,-0.495276814,-0.265943055,0.156401504,0.062356162
Upper Egypt,1400,-2.946817154,0.218296254,-0.205669705,0.417601209,-0.000576361,-0.356209275,-0.400721604,0.215728478,0.125114455
Upper Egypt,1500,-2.789467786,0.287848717,-0.027108218,0.296484783,0.036124253,-0.371198357,-0.096086533,0.23053165,0.019726579
Valley of Oaxaca,-1400,5.028512555,0.146206654,-0.480990005,-0.088381552,0.062150382,-0.291769841,-0.159938652,0.301791721,-0.252795608
Valley of Oaxaca,-1100,4.866059799,0.438464386,-0.431527091,0.104424177,-0.72771812,-0.300321418,0.437969153,0.097500024,-0.472208744
Valley of Oaxaca,-700,4.238968128,-0.272129393,-0.257371823,-0.810161757,-1.029102221,-0.521444469,0.491021835,-0.24034951,0.075158025
