,0,1,2
0,0.0,1.896286964416504,-2.9656734466552734
1,1.0,-0.11705143004655838,-2.608470916748047
2,2.0,-2.7018821239471436,0.23212778568267822
3,3.0,-2.137423038482666,0.4158090054988861
4,4.0,-1.3379042148590088,0.9673237800598145
5,5.0,0.4021936357021332,2.5104620456695557
6,6.0,2.1765525341033936,-0.5742292404174805
7,7.0,1.8871351480484009,-0.6330904364585876
8,8.0,1.0520433187484741,-0.8826276063919067
9,9.0,1.466069221496582,-2.37705135345459
10,10.0,-2.4624366760253906,0.34246912598609924
11,11.0,-1.5494112968444824,0.9674242734909058
12,12.0,-0.4509982466697693,1.6760460138320923
13,13.0,2.0644114017486572,1.731582522392273
14,14.0,2.0885510444641113,-1.8773030042648315
15,15.0,1.3918445110321045,-1.8220261335372925
16,16.0,0.21360380947589874,-2.142305374145508
17,17.0,1.8440611362457275,-0.7045767307281494
18,18.0,-2.2600388526916504,0.23220407962799072
19,19.0,-2.4309799671173096,0.06825975328683853
20,20.0,-1.6997383832931519,1.1586490869522095
21,21.0,-0.24666637182235718,-1.479657530784607
22,22.0,2.093223810195923,1.3840705156326294
23,23.0,2.1931798458099365,-0.4445265531539917
24,24.0,1.515960931777954,-0.909201443195343
25,25.0,0.1405237317085266,-2.0049145221710205
26,26.0,-2.3844172954559326,-0.9593683481216431
27,27.0,1.8243680000305176,0.6087154150009155
28,28.0,-1.6279200315475464,0.18429146707057953
29,29.0,1.8085176944732666,0.44649165868759155
30,30.0,-1.3123008012771606,0.7310041785240173
31,31.0,-0.4882042109966278,1.5882103443145752
32,32.0,1.7151670455932617,2.2683024406433105
33,33.0,1.7785084247589111,-0.5041397213935852
34,34.0,1.3956032991409302,-0.717975378036499
35,35.0,1.7412217855453491,-1.6960914134979248
36,36.0,-1.8027596473693848,-1.9668570756912231
37,37.0,-2.026500701904297,-0.28434327244758606
38,38.0,-0.28693312406539917,2.1881909370422363
39,39.0,2.589442491531372,-0.3173687160015106
40,40.0,2.2474448680877686,-0.5763241052627563
41,0.0,2.1069600582122803,-3.1184091567993164
42,1.0,1.6934237480163574,-2.34489107131958
43,2.0,1.586743950843811,0.13498471677303314
44,3.0,-2.0158133506774902,0.6781440377235413
45,4.0,-0.2971501052379608,1.8745181560516357
46,5.0,2.08186936378479,1.7180761098861694
47,6.0,2.1093242168426514,-0.6520324945449829
48,7.0,1.3209891319274902,-0.995408296585083
49,8.0,0.24596257507801056,-2.113285541534424
50,9.0,-2.2658069133758545,-0.6911729574203491
51,10.0,-1.5880414247512817,0.22473567724227905
52,11.0,-0.8966711163520813,1.2558212280273438
53,12.0,0.7133135199546814,2.692206621170044
54,13.0,2.336087465286255,-0.4671781361103058
55,14.0,0.49354320764541626,-0.6120932698249817
56,15.0,1.0374726057052612,-2.574927568435669
57,16.0,0.3045028746128082,-2.7916266918182373
58,17.0,-2.226296901702881,0.39545896649360657
59,18.0,-2.1438164710998535,0.17253561317920685
60,19.0,-1.6533753871917725,0.4806552827358246
61,20.0,0.3894883096218109,2.5370824337005615
62,21.0,2.603604793548584,-0.26662033796310425
63,22.0,-0.20925626158714294,-0.5981605648994446
64,23.0,1.4973251819610596,-0.985455334186554
65,24.0,0.30673283338546753,-1.954669713973999
66,25.0,-2.292856454849243,-1.3117164373397827
67,26.0,-1.9744603633880615,0.9122923016548157
68,27.0,-0.34324952960014343,1.2327696084976196
69,28.0,-0.6083967685699463,2.4854660034179688
70,29.0,2.0188510417938232,-0.7249243855476379
71,30.0,-0.7216930985450745,-0.7484910488128662
72,31.0,-0.7633521556854248,-1.5651487112045288
73,32.0,-1.802417516708374,-2.1407134532928467
74,33.0,-2.5237505435943604,1.4085617065429688
75,34.0,-1.5951881408691406,0.7537579536437988
76,35.0,-0.6312077641487122,1.8484649658203125
77,36.0,1.8891326189041138,2.6744275093078613
78,37.0,2.107189416885376,-0.5053717494010925
79,38.0,1.8713383674621582,-0.6930940747261047
80,39.0,0.7400639057159424,-2.601670742034912
81,40.0,-1.166999340057373,-3.000567674636841
82,0.0,1.8897548913955688,-2.9897429943084717
83,1.0,0.0969887524843216,-2.5164546966552734
84,2.0,-2.7444629669189453,0.3953258991241455
85,3.0,-2.1959893703460693,0.3419639468193054
86,4.0,-0.933777928352356,0.5399969220161438
87,5.0,0.1472117304801941,1.5902611017227173
88,6.0,1.9332144260406494,0.7077306509017944
89,7.0,1.7312630414962769,-0.6247828006744385
90,8.0,0.9492762088775635,-1.0795094966888428
91,9.0,-0.8343399167060852,-2.659752607345581
92,10.0,-2.435506582260132,-1.6531707048416138
93,11.0,-2.8085129261016846,0.4519456624984741
94,12.0,-2.5906856060028076,-1.5915347337722778
95,13.0,0.07665396481752396,0.35697251558303833
96,14.0,-0.8991556167602539,0.8261386156082153
97,15.0,-0.13087952136993408,2.0668842792510986
98,16.0,2.2720654010772705,0.02314690314233303
99,17.0,-0.3583279252052307,-0.7246522903442383
100,18.0,0.8222994208335876,-1.3220518827438354
