0,1,2
20,-3.263212442,-0.174683958
21,-3.282497168,-0.155147031
0,4.70975256,-0.486591488
1,3.489754438,-0.042731036
2,2.391208649,0.048098583
0,5.614786625,-0.122358546
1,5.766783714,0.09848959
2,5.664502621,0.111424036
3,5.5695858,0.113115601
4,5.479860783,0.109732792
5,5.391525745,0.105277918
6,5.303527355,0.101286426
7,5.215836525,0.098279305
8,5.129490852,0.097362809
9,5.05628109,0.113648772
10,4.630534172,-0.23681356
11,4.557715893,-0.226922795
12,4.471846104,-0.229521528
13,4.385411263,-0.234994367
14,4.300513744,-0.243756354
15,4.220209122,-0.257478565
16,4.151175499,-0.276484907
17,4.100249767,-0.292103827
18,4.099098682,-0.294559449
19,4.074763298,0.161170647
20,3.816921711,-0.06884598
21,3.696421385,-0.071860731
22,3.601672649,-0.064262085
23,3.537261724,-0.053139463
24,3.515087605,-0.047270194
25,3.514089823,-0.046830066
26,4.949859619,0.272354424
27,3.345756769,-0.017004499
28,3.513123512,-0.046598807
29,3.495217085,-0.042916391
30,4.698001862,0.466751456
31,3.047739744,0.042718429
32,3.264098167,-0.000115206
33,3.169728756,0.017743571
34,3.074855089,0.037199631
35,2.98017168,0.061519612
36,4.059571743,-0.746851146
37,2.786731243,0.132472888
38,2.677718401,0.164214775
39,2.472331047,0.034235209
40,2.528203011,-0.011294298
41,2.436605453,-0.007695003
42,2.35323596,-0.000287605
43,1.947671652,0.059622541
44,1.915401816,0.386478364
45,1.829433084,0.38798514
46,3.722539663,-0.050562937
47,1.656885862,0.406231314
48,1.570204258,0.418177217
49,1.482996464,0.431361228
50,1.395170927,0.445641905
51,1.306493878,0.460539758
52,1.21660614,0.474698424
53,1.124988914,0.482914567
54,1.031201243,0.455266386
55,0.936689854,0.189484671
56,0.845188141,0.084171928
57,0.756212354,0.105206974
58,0.666091323,0.105572298
59,0.575212002,0.097992614
60,0.483652622,0.084251843
61,0.390937507,0.065000817
62,0.296692789,0.041302457
63,0.214793101,0.020159427
64,0.195842296,0.012864072
65,0.285065979,0.047702461
66,0.926431119,-1.01997757
67,0.175068051,0.012137258
68,0.167782202,0.027451666
69,0.152703583,0.053986985
70,0.093462624,0.076020256
71,0.01461708,0.094614588
72,-0.068498276,0.113254547
73,-0.151167631,0.133452311
74,-0.233428493,0.154763177
75,-0.321726143,0.17290768
76,-0.690010011,-1.023914456
77,-0.812084496,0.449937642
78,-0.893517971,0.490472585
79,-0.986451805,0.516653597
80,-0.768379688,0.666237593
81,-0.997650802,-0.338181555
82,-0.902863264,-0.479080379
83,-1.060755968,0.148710549
84,-1.383867264,0.185949147
85,-0.116754763,-1.248765945
86,-1.05577004,0.486034274
87,-0.257650644,-0.628019869
88,-0.435939759,0.217145771
89,-1.063250899,0.615323305
90,-1.673282266,-0.714769006
91,-1.482779026,0.661641419
92,-1.604787111,0.695103526
93,-1.563811421,-0.365561664
94,-1.775316954,0.667580187
95,-1.19620645,-0.351054937
96,-1.964607596,0.667616248
97,-2.056703806,0.667859316
98,-2.146656513,0.669257224
99,-3.350230217,0.799547613
100,-3.299170017,0.300682813
101,-3.406863928,0.419526726
102,-3.190233231,0.190260306
103,-2.449590921,0.190082431
104,-2.643067122,0.245617047
105,-2.911226511,0.487819672
106,-2.957586527,0.865983188
107,-1.790132284,-0.410971791
108,-3.348186731,0.804212809
109,-3.42625165,0.830269456
110,-2.117055178,-0.554315507
111,-2.893618345,-0.024939286
112,-3.632631302,0.571694016
113,-3.607185841,0.905823767
114,-3.630429029,0.596995771
0,4.068840981,0.532547474
1,3.737955093,0.759522021
2,3.637280226,0.768676639
3,3.592866182,0.774451911
4,3.591700554,0.758057952
5,3.593780279,0.725988746
6,3.56150341,0.671703517
7,3.464534044,0.614263475
8,3.341562033,0.561243534
9,3.210609436,0.510673285
10,3.074146509,0.456595331
11,2.895586729,0.370274395
12,2.872555494,0.205404773
13,2.7521348,0.181045905
14,2.628400326,0.184834629
15,2.482777357,0.260734081
16,2.384910822,0.095531985
17,1.988496661,0.408794105
18,5.240223885,-0.961937428
19,1.753325462,0.390989691
20,1.634709716,0.422906607
21,1.515852928,-0.171401888
22,1.389143467,-0.154927388
23,1.261527538,-0.149847269
24,1.108048081,-0.014263646
25,1.001596093,-0.148220211
26,4.654181957,-0.755449951
27,0.749928176,0.16626744
28,4.285419941,-0.155544445
29,0.620862067,-1.566633105
30,0.342345566,-1.480093598
31,-0.054035421,0.16150254
32,-0.093001232,-1.262089491
33,-0.758594811,-0.012245111
34,-1.722383976,0.143759891
35,-2.319166422,0.69604516
36,-3.243712664,0.910486937
37,0.067832075,0.960118711
38,-0.149438024,0.936960101
39,-0.27003777,-0.094434634
40,-3.296870947,-0.571643591
41,-2.396243095,-0.013310797
42,-1.490285754,-0.636526585
43,-1.678827167,-0.431019098
44,-1.648578644,-0.379109174
45,-1.514713407,-0.613475382
46,-1.349342465,-0.390370101
47,-1.320551157,-0.533776641
48,-1.579028606,-0.749348819
49,-1.29657042,-0.218019083
50,-1.422663093,-0.601390123
51,-1.362961769,-0.687086523
52,-1.903348207,-0.644226611
53,-2.071093321,-0.516879261
54,-2.110309601,-0.476970702
0,4.970462322,-0.618016422
1,3.972680569,-0.958576202
2,3.870083809,-1.291522503
3,2.085955143,-1.590642333
4,2.411509514,-1.54631269
5,1.574966192,-1.693371058
0,4.537030697,-0.37565127
1,4.080183029,-0.749567151
2,4.001047611,-0.909422934
3,3.757444143,-0.70118618
0,3.654919624,0.849511147
1,3.58721447,1.175240397
2,3.586487055,1.160887718
3,3.546687365,1.130335569
4,3.448676825,1.099378705
5,3.328169823,1.074375987
6,3.202680588,1.054873109
7,3.077250957,1.039465308
8,2.953142643,1.027051926
9,2.830543518,1.016857743
10,2.709334373,1.008344173
11,2.589325666,1.001131654
12,2.470439434,0.994934678
13,2.371347189,0.970825553
14,1.96191287,0.996275425
15,1.84366107,1.002194524
16,1.724656582,1.011588812
17,1.604605317,1.022239447
18,1.483335257,1.034507275
19,1.363655686,1.043278337
20,0.441554964,-0.791593552
21,1.111879468,1.087401748
22,0.986915052,1.111339569
23,0.866125345,1.141900778
24,0.758045197,1.180619597
25,0.641284406,0.932948053
26,0.473005444,0.405135304
27,0.412381083,0.473731518
28,0.384374499,0.489978224
29,0.380163044,0.499937147
30,0.393925041,0.520996153
31,0.37652427,0.565652847
32,0.332346916,-0.333049446
33,0.194497943,0.639423251
34,0.096063823,0.786592782
35,-0.046377692,0.690486073
36,-0.16768612,0.708968282
37,-0.260952175,0.708776593
38,-1.303487897,0.749274611
39,-1.662001848,0.700584233
40,-1.621235251,0.641813338
41,-1.71920228,0.736913681
42,-1.746270061,0.761521399
43,-1.229343057,0.094130054
44,-1.373220563,0.644614518
45,-1.470530033,0.800471127
46,-1.571074486,0.066480808
47,-1.424559593,0.438035429
48,-2.969914436,1.211438894
49,-3.026062965,0.547911823
50,-3.032646894,0.557698727
51,-2.86918354,0.732968211
52,-2.244053602,0.188164562
53,-2.888370037,0.702204287
54,-2.179901361,0.081624627
55,-2.254350185,0.417266488
56,-2.74618125,0.562991142
57,-2.868006468,0.706343472
58,-2.994810343,0.571063995
59,-2.941068172,0.482514352
60,-3.605892181,1.033244491
61,-3.675338745,0.457294613
62,-3.323876381,0.395846486
63,-3.703308821,0.697263539
64,-3.599700928,0.297645271
65,-3.545207977,0.517743587
66,-3.494348764,0.536819696
67,-3.881418228,1.265683532
68,-3.95580411,1.273626089
69,-3.996906996,0.936120272
0,5.038095474,-0.844892979
1,4.520712376,-0.992368221
2,4.160248756,-1.017861485
3,3.780672312,0.408975691
4,3.91663456,-0.93940258
5,3.198576927,-0.882466257
6,3.275928736,0.664481044
7,2.905949116,-0.781955004
8,2.54636693,-0.693111718
9,3.014026642,0.673866868
10,1.544826865,-0.467940241
11,1.167087197,-0.864251256
12,-0.157090873,0.451228112
13,-1.067752242,-0.178892612
14,0.231990173,0.007767214
15,-1.16595459,-0.046558447
16,-1.257978082,-0.194555581
17,-1.778308272,-0.043973431
18,-2.242897272,-0.457177967
19,-1.222985625,-0.165064409
20,-1.606967211,-0.032118116
0,3.386641264,0.36012575
1,3.394747972,0.41696927
2,3.314936876,0.050086748
3,3.619361639,-0.202679291
4,3.373958588,-0.019298254
5,3.483686447,-0.209427118
6,3.211880922,0.040642336
7,3.499504328,-0.07135272
8,2.301259041,-1.176748037
9,1.97826755,-0.817194521
10,1.694425941,-0.595100462
11,1.693051696,-0.527665675
0,2.829146862,1.665054917
1,2.878026247,1.440909147
2,2.730254889,1.395578504
3,2.584120512,1.361434102
4,2.440109253,1.357473135
5,2.007463932,1.424485207
6,1.857728481,1.195013523
7,1.714648604,1.21619153
8,1.571188569,1.209809661
9,1.42396009,1.16832459
10,2.925156832,1.576585531
11,1.125127673,1.070522189
12,1.295994759,1.605561018
13,0.825304568,0.965277493
14,1.374552131,1.523483515
15,1.871388555,0.824997723
16,0.406636208,0.211255491
17,0.263416946,2.309564114
18,0.309841752,0.07790824
19,0.650940359,1.229435682
20,-0.118984796,0.170389414
21,0.022052679,0.317884862
22,-0.362434685,0.304499924
23,-0.119617328,-0.081610441
24,-2.297321558,0.251557618
25,-0.505271554,-0.001332129
26,2.996759415,1.228327155
27,-0.779449761,0.172215432
28,-1.154757619,-0.24530749
29,-1.211374998,-0.309232682
30,-0.593687356,-0.295698375
31,-1.371897936,-0.588599443
0,3.465422153,0.458015352
1,0.99677217,-1.6223104
0,3.74484086,-0.368861288
1,3.517476559,-0.088397302
2,3.520384312,-0.07492961
3,3.480684519,-0.097390696
4,3.309671879,-0.159531206
5,3.002809525,-0.442099631
6,3.014045,-0.470095843
7,2.855704069,-0.440681577
8,2.69129467,-0.405862898
9,2.526529551,-0.372341156
10,3.660400629,0.057916801
11,1.914764643,-0.297657728
12,1.765137672,-0.295046955
13,1.602237701,-0.288461417
14,1.437703133,-0.283939421
15,1.271174431,-0.281748682
16,1.101675153,-0.280308366
17,0.925916553,-0.252807081
18,0.74389565,0.064661205
19,0.584635377,0.066313975
20,0.411350578,0.04178147
21,0.336798012,0.076166935
22,4.306339264,-0.121719822
23,3.470342398,-0.047134671
24,0.147123754,0.267051995
25,3.06811595,0.53583467
26,2.525427818,0.969949186
27,-0.203755125,-0.005215912
28,1.879787683,-0.080400325
29,1.452084303,-1.736513853
30,0.916225195,-1.139996409
31,0.448803037,-0.707907081
32,-1.353417397,0.415877461
33,-1.456250072,0.490214765
34,-1.468412876,0.543921888
35,-1.473156571,0.559313357
36,-1.538461804,0.547754228
37,-1.579743743,-0.507827878
38,-1.512297153,-0.609987855
39,-1.416586161,-0.583692968
40,-1.900750518,0.1306196
41,-1.415601492,-0.304900169
42,-1.114982963,-0.139791325
43,-0.805419981,-0.623547018
44,-2.495095491,0.032663394
45,-2.473480463,0.862370133
46,-2.416436434,0.083735779
47,-2.942861795,0.40313071
48,-3.305553436,0.79205209
49,-3.750776529,0.511532307
0,3.720277548,0.722239077
1,3.587611914,1.027504206
2,3.588837624,0.999571085
3,3.578698397,0.94945389
4,3.510971069,0.889975369
5,3.404563904,0.834269404
6,3.28629303,0.784544349
7,3.165578127,0.739400029
8,3.045073509,0.697246373
9,2.925327301,0.656711578
10,2.806093693,0.616450727
11,2.686587572,0.574681103
12,2.564710379,0.527914643
13,2.429085493,0.460547209
14,2.112951279,0.473092765
15,3.837851763,0.822092474
16,1.877667546,0.487819999
17,1.764994264,0.473766416
18,1.651732087,0.462146044
19,1.537815928,0.454037249
20,1.423201919,0.451146245
21,4.477792263,0.41199854
22,1.197870731,0.498361111
23,1.083729625,0.516596198
24,0.948982239,-0.073502302
25,3.698452711,1.330407381
26,4.147480488,-0.930377424
27,3.080126524,0.48372826
28,2.998402834,1.059202552
29,0.323421389,0.00745027
30,0.228560135,0.010426314
31,0.193819478,0.002986853
32,0.273604631,0.037655137
33,-1.718700528,-0.173686475
34,0.39535138,-0.768258333
35,-0.202045172,-1.420135498
36,-2.156896591,0.122923359
37,-2.119631767,0.077679098
38,-0.216962025,-0.105935901
39,-0.301864386,-0.089368664
40,-1.939022183,0.088517636
41,-1.02968955,-0.11706543
42,-0.77790755,-1.32559073
43,-1.073277116,-0.215212241
44,-2.533146143,0.098054528
45,-2.220053196,0.092378415
46,-1.730782866,-0.486771464
47,-2.172334671,0.03150655
48,-1.510278583,-0.303537011
49,-2.722255707,-0.699459016
50,-2.558913469,-0.731093049
51,-1.687421203,-0.631584525
52,-1.820855737,-0.494190484
0,1.248537779,0.45313105
1,0.03280066,-1.811740518
0,4.65527916,-0.026444834
1,4.40580225,-0.214991271
2,4.324559212,-0.225118682
3,4.247267246,-0.239940882
4,4.178017616,-0.260359228
5,4.123471737,-0.282180518
6,4.581480503,0.212454438
7,3.968084335,0.230515331
8,4.18364048,0.656571984
9,3.771879435,-0.070856698
10,3.665711164,-0.070555598
11,3.581614971,-0.061553933
12,3.529029369,-0.051055629
13,3.514397621,-0.04698468
14,3.513888836,-0.046790566
15,3.513887882,-0.046790913
16,3.513884544,-0.046790864
17,3.513530731,-0.046709474
18,4.07282114,0.216717467
19,3.450554371,-0.0352327
20,3.376936197,-0.022117715
21,4.326625824,0.248313323
22,3.200849771,0.010902733
23,3.112205505,0.030281885
24,3.021408081,0.053856742
25,2.929461718,0.083539106
26,2.833986521,0.115162142
27,3.819581032,-0.032912984
28,3.548622131,0.363211066
29,2.593006849,-0.062485661
30,2.504566193,-0.061707389
31,3.391303301,0.221943915
32,2.343765736,-0.049692176
33,1.940614104,-0.007330519
34,1.913558841,-0.132128164
35,3.016581774,0.18474853
36,1.754740596,-0.149757922
37,1.673408866,-0.153247312
38,1.591750264,-0.15609245
39,3.60421896,0.009181953
40,1.36164844,-2.328658104
41,0.726353765,-1.630285025
42,0.65607512,-1.626294255
43,0.441178352,-1.370262623
44,0.375580877,0.012725286
45,0.342696577,-0.005857154
46,0.498483151,-1.415838003
47,0.74363184,-1.805130601
48,-0.178381205,-0.50218749
49,0.65747118,0.146129474
50,0.560340703,0.088176154
51,0.475661993,0.060991228
52,-0.625887871,-0.502716541
53,0.260794282,-0.002701923
54,0.22947675,0.017999345
55,0.278268516,0.045725465
56,-1.518061519,0.141845107
57,0.261351675,0.033012919
58,-1.412789822,-0.11409831
59,0.311996788,-0.630910456
60,-1.048407912,-0.864671886
61,-0.939752162,0.251141965
62,0.126304075,-0.637528479
63,-0.776923954,-0.176037818
64,-1.409605026,0.232940137
65,-1.049087286,-0.154428288
66,-1.200299144,0.099716939
67,-0.345153719,0.048634183
68,-0.417047799,0.190690473
69,-0.651614904,0.068220764
70,-0.774665654,0.147368565
71,-1.315916061,0.168869734
72,0.116198711,-1.17321372
73,-2.946882725,0.540386319
74,-2.922296524,0.49900049
75,-2.644460917,-0.011593626
76,-1.855884075,0.258677989
77,-2.223734617,0.289562315
78,-2.395321131,0.474210113
79,-1.758696318,-1.008717299
80,-1.44387126,0.576653779
81,-1.49755919,0.410600215
82,-2.309611797,0.564678133
83,-2.493240833,0.614183426
84,-2.770915031,0.596431494
85,-2.412272453,0.534026265
86,-2.673145771,-0.00838204
87,-2.421630144,0.378096312
88,-2.322488546,-0.003711331
89,-2.674308777,-0.00859035
90,-2.369036198,0.123628318
91,-2.641221523,0.363776773
92,-2.225658417,0.599853992
93,-1.918426633,-0.100746863
94,-2.559600353,0.329077989
0,4.420387745,-0.614623725
1,4.096664906,-0.86482805
2,4.018405437,-0.881617367
3,4.00881815,-0.88051492
4,4.009522438,-0.858904898
5,3.976060629,-0.800868392
6,3.258770704,-1.492305279
7,2.869297743,0.193432584
8,3.309283018,0.394716829
9,3.400807142,0.127137095
10,1.675385118,0.217806548
11,1.518306971,-0.23378177
12,1.52992022,-0.748635173
13,-0.010527591,0.056261823
14,2.897530317,-0.614237547
15,2.757221937,0.185124084
16,0.006697228,0.028984224
17,-0.003693265,0.330731928
18,2.077512026,0.412767559
19,2.270465851,-0.451704919
20,1.833913922,-0.447128832
21,-1.351194859,0.256418109
22,1.573587537,-0.432805687
23,0.498270154,-0.123433359
24,-1.264790654,0.128620937
25,-1.313935161,-0.205641195
26,-1.321585298,0.213044569
27,0.879278183,-0.105544202
28,0.744597852,-0.226967275
29,0.616523027,0.474687159
30,-1.770464063,0.560272813
31,-1.779858232,0.574237049
32,-1.915507913,0.683651209
33,-1.891044617,0.64728725
34,-1.171488643,0.152092487
35,-1.371659756,-0.037971247
36,0.115421407,-0.04157684
37,-1.540228605,0.424936384
38,-0.258569807,0.06270121
39,-0.169935256,-0.081862994
40,-1.902827263,-0.4189367
41,-2.820594311,-0.14465405
42,-2.724178314,-0.212719664
43,-2.743759632,-0.208890289
44,-0.985303223,-0.045184802
45,-1.156436443,0.182893187
46,-1.365708232,0.277268678
47,-1.459829807,0.349239886
48,-1.470683694,0.404064953
49,-1.473710775,0.427322537
50,-1.498135209,0.432958215
51,-1.590484619,0.42226994
52,-1.716145635,0.412647218
53,-2.079800844,0.079023406
54,-2.774184465,0.255958557
55,-2.605666399,0.061731912
56,-2.529446363,0.226545244
57,-2.868257523,0.292555749
58,-2.94681716,0.21829626
59,-2.789467812,0.287848711
0,5.028512478,0.146206647
1,5.086466789,0.331355363
2,4.977626324,0.346849293
3,4.86605978,0.438464373
4,4.454258919,-0.077948697
5,4.335011482,0.444572896
6,4.222148418,0.429735094
7,4.101022243,-0.272129387
8,3.992626429,0.47122705
9,3.797646284,0.427671969
10,3.668951273,0.570935011
11,3.61152935,0.884335041
12,3.601632357,0.620537281
13,3.515338182,1.518556237
14,3.593212605,0.66718775
15,3.584801435,0.666644931
16,3.540776491,1.743475795
17,3.425612688,0.649611235
18,3.314152718,0.646197677
19,2.182891846,0.656652629
20,2.508810282,1.145252228
21,1.99002707,0.817868948
22,2.739484787,0.716428041
23,2.497480154,0.545814335
24,2.481406927,0.558618188
0,-0.052119996,-0.764777064
1,0.226727143,-0.269422859
2,0.947962642,-0.841658175
