Label,Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
"Abilene, TX",0,0.3705433041771150,8.5580574025895,2.438420026961660,0.8959245450346140,0.7205454589931430,0.876080845566142,1.2115112366203400,0.8209238049776750,0.9183005669246110,0.6974412303784310,0.9392640276693280,0.363785160858436,0.3872480478148780,0.847334852628896,1.5301762663303000,1.4476862266052600,0.8365826017391110,1.21798190634334,1.4545627756538100
"Abilene, TX",1,0.1846030416424110,3.7367071843850500,1.848933869300580,0.8855081292436210,0.793075886134939,0.8768870497470290,1.1922798921561400,0.7985245429387760,1.0514373420690600,0.6899897214571910,0.9721888178476330,0.4293967727448030,0.2731181721272080,1.0645289466350500,1.5416833182472000,1.4945768227097700,0.8147484873821450,1.2828553143243000,1.4059723163560000
"Abilene, TX",2,0.14109526870903400,4.241437228757550,1.3028954301676900,0.7605351636540630,0.6076338954769920,0.6696684070978070,0.8970982136799540,0.5802017228558680,0.6702788927295760,0.686817778823604,0.7101502091595310,0.340795525151108,0.20874890003305000,0.6426968621074280,1.15368825894603,1.1135778466176600,0.7155468683684970,0.9589087008628150,1.0563651951423400
"Abilene, TX",3,0.285673997059583,4.6555535199376600,1.412699375365100,0.6714077327248480,0.5735340454056780,0.6666314615419420,0.9094828907317530,0.5589565780815390,0.7160395493537790,0.6654092954893870,0.6984448934410790,0.32529885710465500,0.21132577016884200,0.8089296610967600,1.1673690981943300,1.1863604930921600,0.7305560299072950,0.9548804565397830,1.0844719507461500
"Abilene, TX",4,0.28598655857371400,5.1955212943011900,1.4142450374145700,0.8606259550329510,0.5285813395056030,0.6684784594163380,0.9501962111811820,0.5593590372367260,0.636305092590059,0.9165649015621830,0.7675226060577500,0.3490206251767140,0.21679081751281700,0.7664400938000550,1.3987832268214800,1.1569852316214800,0.7909767052578610,0.9388080918609290,1.110634801061390
"Abilene, TX",5,0.8959578012236500,4.576168576880030,1.4148266519833000,1.0694408379757500,0.564219346153588,0.8394007868757530,1.0860782934491500,0.6731804287816280,0.6933564210730280,0.9794426243169310,0.8562803556036980,0.3178519153158060,0.21687997370180600,0.8856713295694090,1.5060511438491300,1.5051980068483900,0.8058821017646370,0.7697638140886980,1.2230444127245700
"Abilene, TX",6,1.46337012249351,5.672357287732320,1.410204872428860,0.8756441694861200,0.47844250308037700,0.6699120655552630,1.190462351140870,0.6593048731291080,0.7228276584514600,1.0430082480043400,1.0325944214174300,0.36362853505264400,0.42217991258703900,0.7103931083246470,1.842831847228260,1.4042092851798100,0.9428493853895690,0.8157459625148960,1.2911764661868600
"Abilene, TX",7,1.3196036390191000,5.892086294378880,1.408943166759600,0.8600325854968620,0.46105351127321200,0.7241492960546580,1.156125733368450,0.674130842676861,0.6417282857285370,0.9586933090098530,0.8467144896602100,0.4072612065297320,0.4492454029824430,0.5613962337438950,1.8059531449698400,1.3943857087304300,0.810890578403182,1.0016967026389600,1.234116025110490
"Abilene, TX",8,0.7123264484284970,5.892420430737450,0.9966260717838260,1.200039393098830,0.5081810087963630,0.7292010968625840,1.1785320091538000,0.6810440967269110,0.6299327330715120,0.9930214936317720,0.7955163593324460,0.38681993062883000,0.2382206006812000,0.6228543613479950,1.8387709178751500,1.4393225321100900,0.678493858319058,1.1986934269058700,1.097646710248470
"Abilene, TX",9,0.7109779986251760,8.38835293929597,0.9947394364729430,1.3301459897002300,0.42641470566307100,0.6589146009178520,1.1026450667724100,0.8217776772462540,0.6164583280286230,0.9983504616218600,0.6893145396741710,0.3730109445945750,0.3130998880756580,0.6075031211123360,1.680953797720830,1.4088735663666100,0.7000466084639450,1.0504310517046300,1.073473605651000
"Abilene, TX",10,1.0399199024343500,14.932180850350000,0.9971449029264430,1.0456685862304100,0.46052256965661200,0.6353596615768060,1.223210445668110,0.7393903916392550,0.6892072624543360,1.0441320523152100,0.6758981097451430,0.42025784747018300,0.44826816240233100,0.5808614188893320,1.9390109049667300,1.3397886696976400,0.7691752017544180,1.0799339826632300,1.0273214541784100
"Abilene, TX",11,0.7062476208620990,6.752991745649550,0.918611889375642,1.4468851595148600,0.4176145729836720,0.6485966492535230,1.1764275070970600,0.6764715626588230,0.6161107332423060,1.0539421095471900,0.6736138659350040,0.44186530190356600,0.4454369066255540,0.5727041093499170,2.0240726575353300,1.315581803068220,0.6892814042010600,1.11440860185352,0.9798201584926150
"Abilene, TX",12,0.8497254392477930,7.900654684059100,0.9254509469054370,1.2419299514156200,0.35947865174072000,0.7076589445210760,1.0623884787721200,0.79211267476157,0.5158852735986140,0.9971829932979230,0.7340038281423920,0.4236417745009390,0.22614553976979300,0.49644454431424100,1.8459353986460500,1.2907316198746300,0.710769342423248,1.0446591895074700,0.9394734921812150
"Abilene, TX",13,1.256747648436790,8.836088520221710,1.0800108910611100,0.8519300915746350,0.3666933079128030,0.6683157637079880,1.0665973029608100,0.6632490517534520,0.49352617219935700,0.9386646975908920,0.8098147994642400,0.4291594005764810,0.23156518269291800,0.5359783387574130,1.8229831962704800,1.2756347299147500,0.704802583687626,1.0824252718725200,0.9437432949807900
"Abilene, TX",14,0.554012328265294,11.67862325308160,1.0352154096530500,0.808288273932447,0.4031555181554560,0.6588364615793490,1.103881786796200,0.6688076667300220,0.4965113918760950,0.896117671437841,0.7380120378234220,0.46278050752711100,0.3974993633810570,0.48781304133649000,1.7852337150394800,1.310634222110100,0.6514631980612790,1.0058504543448800,0.9808279438140500
"Abilene, TX",15,0.6034828438159280,10.977381198948100,1.0347892400364700,0.8235713607835220,0.39991817854281100,0.7724336307427680,1.1113037489066700,0.6397315931300290,0.4844314746514920,0.9102965998143280,0.6842565953922930,0.49775585521899700,0.3095008810465570,0.52034702869218,1.7961483305390500,1.3042040496592700,0.6191143844142280,1.087029580829860,0.9681841619686430
"Albany-Schenectady-Troy, NY",0,0.4032113264407310,0.19782252120891500,1.1133348237415300,0.7814821935561370,0.830805098027262,0.892078399977596,1.1564256892200500,0.5961179690831640,1.0395380474840800,1.151485329570740,0.614057440873645,0.9315402857541090,0.7737860901227230,0.6959052046535030,2.3480187881692000,1.198981416582020,0.5799026415694620,0.7746351553630490,1.1178983590018500
"Albany-Schenectady-Troy, NY",1,0.42975049518527300,0.23101482361309800,1.0395381784790600,0.7984561509830190,0.8763130297329320,0.8525371559892990,1.1889021039359100,0.6018146378220770,1.1009997835148600,1.173003925507430,0.5935338690159270,0.98129650421662,0.7863348460542880,0.7152714618432190,2.3434794100417200,1.2423286858029200,0.7380883179862310,0.771083830165102,1.1172290226814000
"Albany-Schenectady-Troy, NY",2,0.42506077883026000,0.3232138108284460,1.073019735381170,0.8669465732334960,0.9482999096431930,0.9160524981590120,1.2536524687135800,0.6482378127253680,1.1409789929021400,1.1749205515225900,0.8591348125650950,1.0589635468314600,0.8278464706380580,0.9273229088678900,2.461928879155760,1.3185777926210600,0.8316749490531760,0.8756004197176630,1.1736317484120700
"Albany-Schenectady-Troy, NY",3,0.42320832163912800,0.26870204242377500,1.1209452504281200,0.8239249726560740,0.8811752415962670,0.8809827205543500,1.2760292758241300,0.6339729147537290,1.2370160375409900,1.1586900444959500,0.6970740304075710,1.1888183320341300,0.8242386333026390,0.823965856143645,2.4679981131533600,1.3442378474565400,0.8118867747383230,0.7853182051460600,1.1537702030699200
"Albany-Schenectady-Troy, NY",4,0.4210449518759060,0.29744256087346000,1.115215166833320,0.821770865510317,0.7761314598721290,0.9137830403701190,1.2912893662408600,0.5933363379941650,1.1370911532566200,1.0516326307400100,0.8277135086404170,1.1261758976101900,0.8027857700451130,0.5683271762743840,2.516218455990580,1.3032325642672400,0.92767419997099,0.9562551607040210,1.2054504854194400
"Albany-Schenectady-Troy, NY",5,0.4449668195916600,0.400231056610383,1.2111809229476700,0.8355017167033520,0.6518080715367290,0.9146314284066920,1.1963107434129100,0.9166519318567880,1.1453947181035000,1.278983923811330,0.6625359302726090,1.1202824869450700,0.8229944887414310,0.5443323743714800,2.4679923900940000,1.251961812769900,1.0049644909102100,0.9356287697760630,1.1329368003698300
"Albany-Schenectady-Troy, NY",6,0.3891768721764910,0.28811461361645300,1.1744092171776300,0.8583308474521400,0.6340615088404580,0.8537919077565880,1.1731905197495000,0.9003507106256110,1.0347344676120400,1.2327070764742300,0.8178083107473830,1.0772686204075200,0.8307818710092070,0.6427795745906990,2.4804620581304200,1.2804885844934400,1.1086232879902200,0.8837444086087820,1.116680591505260
"Albany-Schenectady-Troy, NY",7,0.3880599550569810,0.2971762671321870,1.1968154959953400,0.8385858934071220,0.6530107015527030,0.844399086820993,1.1391064237280100,0.8752649609600320,1.04370121560838,1.5564943371994900,0.7119351576038920,1.0603197781790900,0.8283975708088410,0.7327436328124130,2.433756767256310,1.2411109622897000,0.9393530816713660,0.9264546405292510,1.1486534792121900
"Albany-Schenectady-Troy, NY",8,0.38615100198833600,0.28587450768405800,1.1958015891262100,1.0147015257386800,0.6180354069770730,0.8223771345033920,1.134456361451970,0.9132147634686750,0.896079208184289,1.496965302182570,0.9663112049611310,1.030374597026030,0.812544268847966,0.8031118247923330,2.482776588344460,1.2848392594641500,1.0107587225866600,0.9310458026909620,1.0781795621045800
"Albany-Schenectady-Troy, NY",9,0.36173774081133500,0.6007426332182290,0.6713755454469330,0.8640681938442870,0.6292612780504130,0.7796502469632910,1.0618116478474400,0.8690992284226930,1.0284786940564500,1.055062748031940,0.7620908372857150,1.146038895227470,0.7622632000013630,0.7493491281060190,1.8879412007579900,1.2447359281171100,0.929340568196077,0.89958899102544,1.0740819788250400
"Albany-Schenectady-Troy, NY",10,0.38445145139963700,0.47436049987086100,0.6805631173876470,0.9243736486450650,0.6007904480876210,0.7489699602619930,1.051259861121650,0.8410019383450600,0.9644943910714270,1.0404910154357400,0.8209535702343790,1.1569372098981700,0.7424845104476760,0.6660355187499420,1.9157273183659100,1.2319119079440600,1.237391151792100,0.9342590653450670,0.9651302255733220
