locx,locy,vecx,vecy
-6.0,-3.0,0.3242190261846286,0.1365937448696587
-5.730769230769231,-3.0,0.37980445518766637,0.15999160137120863
-5.461538461538462,-3.0,0.421790560808274,0.17762521869738487
-5.1923076923076925,-3.0,0.4440877566759702,0.18688881723645098
-4.923076923076923,-3.0,0.44332260340483004,0.18628515337704074
-4.653846153846154,-3.0,0.419708133004609,0.1757700091400901
-4.384615384615385,-3.0,0.37702170810934355,0.15671606325967216
-4.115384615384615,-3.0,0.32169962251916034,0.13150724039579126
-3.8461538461538463,-3.0,0.26135849451054916,0.10290839480758178
-3.576923076923077,-3.0,0.20321638115912594,0.07343027050640624
-3.307692307692308,-3.0,0.15285368275187872,0.04489741482302633
-3.0384615384615388,-3.0,0.11356568249386974,0.018339168656770332
-2.769230769230769,-3.0,0.08632109349630636,-0.005796917630459431
-2.5,-3.0,0.07016204915306462,-0.027215543778591717
-2.230769230769231,-3.0,0.0628160373233327,-0.04529176098302415
-1.9615384615384617,-3.0,0.0613275579768419,-0.05870128356860691
-1.6923076923076925,-3.0,0.06260206274896057,-0.06528433645434838
-1.4230769230769234,-3.0,0.06383002513227926,-0.06220015684102675
-1.1538461538461542,-3.0,0.06279561370261157,-0.046365821489907914
-0.884615384615385,-3.0,0.0580765820737342,-0.015121666987730336
-0.6153846153846159,-3.0,0.049132139557864156,0.03297601279140241
-0.3461538461538467,-3.0,0.036273776063634335,0.09737576305982723
-0.07692307692307754,-3.0,0.020525733113402094,0.17495010775161648
0.19230769230769162,-3.0,0.0033994368082963734,0.2598263111419664
0.4615384615384617,-3.0,-0.01338080918340697,0.3438159773093996
0.7307692307692308,-3.0,-0.02815978481319982,0.4175139810361282
1.0,-3.0,-0.03960258796202711,0.47193264160908943
1.2692307692307692,-3.0,-0.046881444133053646,0.5003087285896435
1.5384615384615383,-3.0,-0.04977047906839235,0.4995770267800322
1.8076923076923075,-3.0,-0.04863208672398894,0.471039963782188
2.0769230769230766,-3.0,-0.04429800334469585,0.41999620889252337
2.346153846153845,-3.0,-0.03787295977265138,0.3544376047549099
2.615384615384615,-3.0,-0.03050951199423045,0.28323334872423406
2.884615384615385,-3.0,-0.023209099118323015,0.21435798769260703
3.1538461538461533,-3.0,-0.016692359962173074,0.15363792210771865
3.4230769230769234,-3.0,-0.011356238878777796,0.10424873644559153
3.6923076923076916,-3.0,-0.007307680237058647,0.06691644225911467
3.9615384615384617,-3.0,-0.004444763811636988,0.040576881492618774
4.23076923076923,-3.0,-0.0025512372491371615,0.023185282095500397
4.5,-3.0,-0.0013777084162450977,0.012426307425790428
-6.0,-2.8461538461538463,0.35700193542958564,0.15038640941495213
-5.730769230769231,-2.8461538461538463,0.41821719903035925,0.17615122571443712
-5.461538461538462,-2.8461538461538463,0.46446044246045454,0.19556923210005522
-5.1923076923076925,-2.8461538461538463,0.4890262583231908,0.20576928946755907
-4.923076923076923,-2.8461538461538463,0.48820113460503023,0.20509943755827825
-4.653846153846154,-2.8461538461538463,0.4622229114944636,0.19350564570248638
-4.384615384615385,-2.8461538461538463,0.41525761932189575,0.17249134903219532
-4.115384615384615,-2.8461538461538463,0.3544035035329945,0.1446702324111072
-3.8461538461538463,-2.8461538461538463,0.28806315156468654,0.11307232743239384
-3.576923076923077,-2.8461538461538463,0.22420385370647067,0.08044651646795226
-3.307692307692308,-2.8461538461538463,0.16899015736249107,0.04878926399496231
-3.0384615384615388,-2.8461538461538463,0.1260656162629051,0.019232917213859085
-2.769230769230769,-2.8461538461538463,0.096499933321122,-0.007706591977368619
-2.5,-2.8461538461538463,0.0792216430719709,-0.03164017646423342
-2.230769230769231,-2.8461538461538463,0.07168590562183545,-0.051756465768797846
-1.9615384615384617,-2.8461538461538463,0.07056840986798814,-0.06639820315313458
-1.6923076923076925,-2.8461538461538463,0.07236915781332746,-0.0729037832990463
-1.4230769230769234,-2.8461538461538463,0.07389125962848461,-0.0677849006826325
-1.1538461538461542,-2.8461538461538463,0.07259816711457705,-0.04724242460292731
-0.884615384615385,-2.8461538461538463,0.06685339367644821,-0.007964187578006206
-0.6153846153846159,-2.8461538461538463,0.05603510794100217,0.05190422677489845
-0.3461538461538467,-2.8461538461538463,0.0405162542522535,0.13178299506536226
-0.07692307692307754,-2.8461538461538463,0.0215146943157527,0.22790795718276138
0.19230769230769162,-2.8461538461538463,0.000838464835290311,0.3330832623775428
0.4615384615384617,-2.8461538461538463,-0.01943311636617356,0.43718466397139516
0.7307692307692308,-2.8461538461538463,-0.0372858420565141,0.5285135523310287
1.0,-2.8461538461538463,-0.05107850160960334,0.595839453298307
1.2692307692307692,-2.8461538461538463,-0.05977898922269218,0.6306752774884075
1.5384615384615383,-2.8461538461538463,-0.06309074421760481,0.629143916900976
1.8076923076923075,-2.8461538461538463,-0.061445071331780315,0.592837969495085
2.0769230769230766,-2.8461538461538463,-0.05586010102071933,0.5283688386351229
2.346153846153845,-2.8461538461538463,-0.04769973389066696,0.4457395544495589
2.615384615384615,-2.8461538461538463,-0.03839339445739766,0.3560674081070305
2.884615384615385,-2.8461538461538463,-0.029186442408608626,0.269357204850348
3.1538461538461533,-2.8461538461538463,-0.02097629490873772,0.1929235895202501
3.4230769230769234,-2.8461538461538463,-0.014257138450164578,0.13075599816211117
3.6923076923076916,-2.8461538461538463,-0.009160948123181812,0.08376828615049607
3.9615384615384617,-2.8461538461538463,-0.0055584242532121545,0.050624711744171706
4.23076923076923,-2.8461538461538463,-0.0031771081950089037,0.028755448386277346
4.5,-2.8461538461538463,-0.0017030290165540238,0.01524799857941811
-6.0,-2.6923076923076925,0.3827346119614495,0.16119294686526375
-5.730769230769231,-2.6923076923076925,0.4483784945888063,0.18881751362134336
-5.461538461538462,-2.6923076923076925,0.49797472286277267,0.2096392268242672
-5.1923076923076925,-2.6923076923076925,0.5243336659137677,0.220577736185782
-4.923076923076923,-2.6923076923076925,0.5234745326635114,0.21985814936588094
-4.653846153846154,-2.6923076923076925,0.4956555653391101,0.20741666383081636
-4.384615384615385,-2.6923076923076925,0.4453508488498831,0.18485667991027663
-4.115384615384615,-2.6923076923076925,0.3801837940875187,0.15496896899754017
-3.8461538461538463,-2.6923076923076925,0.30918218121622837,0.1209880632957536
-3.576923076923077,-2.6923076923076925,0.2409116706960788,0.08584644708374109
-3.307692307692308,-2.6923076923076925,0.18200594276388976,0.051674189742383664
-3.0384615384615388,-2.6923076923076925,0.13639010467099008,0.01968822006160151
-2.769230769230769,-2.6923076923076925,0.10521520178879454,-0.009528159757546995
-2.5,-2.6923076923076925,0.08731263703984551,-0.035481767385682705
-2.230769230769231,-2.6923076923076925,0.07990275313383108,-0.0571593536391631
-1.9615384615384617,-2.6923076923076925,0.07933671270937917,-0.07255327063261537
-1.6923076923076925,-2.6923076923076925,0.08174960273782376,-0.07847962590626653
-1.4230769230769234,-2.6923076923076925,0.0835880675413918,-0.07077496260991552
-1.1538461538461542,-2.6923076923076925,0.08201438345204567,-0.04488553017063197
-0.884615384615385,-2.6923076923076925,0.07518742707021477,0.0032012142178414913
-0.6153846153846159,-2.6923076923076925,0.062407454061717334,0.07579791995598412
-0.3461538461538467,-2.6923076923076925,0.04410998202256056,0.1723251555377675
-0.07692307692307754,-2.6923076923076925,0.02171000914357837,0.2883695517166035
0.19230769230769162,-2.6923076923076925,-0.0026786703978738014,0.4153401915391808
0.4615384615384617,-2.6923076923076925,-0.0266058663844949,0.5410413995797231
0.7307692307692308,-2.6923076923076925,-0.04767738459670518,0.6512978991322439
1.0,-2.6923076923076925,-0.06392348642831687,0.732441094716482
